SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
7592	APW_ENG_20070609.0341.LDC2009T13	Lebanese army soldiers-36	nationality	lebanese-34	1		He said the militants were still fighting with the same tenacity, claiming that Fatah Islam fighters attacked an army position on the northern edge of the camp Friday and seizing weapons from Lebanese army soldiers.
7701	APW_ENG_20070613.0578.LDC2009T13	Egyptian mediators-9	nationality	egyptian-8	1		It ignored pleas by Abbas and exasperated Egyptian mediators to honor a cease-fire, and appeared to be moving ahead according to a plan.
7709	APW_ENG_20070613.0578.LDC2009T13	Palestinian President Mahmoud Abbas-37	jobTitle	president-35	1		In an emergency meeting in the West Bank, Fatah warned it would pull out of the government if the fighting doesn't stop, said Nabil Abu Rdeneh, an aide to Palestinian President Mahmoud Abbas, of Fatah.
7709	APW_ENG_20070613.0578.LDC2009T13	Palestinian President Mahmoud Abbas-37	nationality	palestinian-34	1		In an emergency meeting in the West Bank, Fatah warned it would pull out of the government if the fighting doesn't stop, said Nabil Abu Rdeneh, an aide to Palestinian President Mahmoud Abbas, of Fatah.
7757	APW_ENG_20070615.1162.LDC2009T13	Palestinian prime minister-17	nationality	palestinian-15	1		Hamas on Friday condemned the appointment of political independent Salam Fayyad as the new Palestinian prime minister as a "coup."
7781	APW_ENG_20070621.0078.LDC2009T13	U.S. Defense Secretary Robert Gates-18	nationality	u.s.-14	1		Six years in the making, the new center was inaugurated recently by U.S. Defense Secretary Robert Gates for the 63rd anniversary of the start of "Operation Overlord" that helped end the war.
7781	APW_ENG_20070621.0078.LDC2009T13	U.S. Defense Secretary Robert Gates-18	jobTitle	defense secretary-16	1		Six years in the making, the new center was inaugurated recently by U.S. Defense Secretary Robert Gates for the 63rd anniversary of the start of "Operation Overlord" that helped end the war.
7794	APW_ENG_20070621.0078.LDC2009T13	American World War II veterans-7	nationality	american-3	1		Some 200 American World War II veterans were on hand for the center's June 6, 2007, inauguration, along with 15 who had fought on the beaches, some of whom hadn't been back since the war, Aristegui said.
7812	APW_ENG_20070621.1381.LDC2009T13	Defense Secretary Robert Gates-26	jobTitle	defense secretary-24	1		"We should remember we went into Iraq on a bipartisan basis," Shays wrote in a June 12 letter to Defense Secretary Robert Gates.
7818	APW_ENG_20070621.1381.LDC2009T13	Lee Hamilton, the Democratic co-chairman of the Iraq Study Group-11	jobTitle	co-chairman-6	1		Lee Hamilton, the Democratic co-chairman of the Iraq Study Group, said in an interview Thursday that he is up for the job but did not want to pick apart the work of Petraeus or Crocker.
7840	APW_ENG_20070625.0979.LDC2009T13	Swiss star-4	nationality	swiss-3	1		The top-ranked Swiss star began his bid for a record equaling fifth consecutive Wimbledon title Monday by beating Teimuraz Gabashvili of Russia 6-3, 6-2, 6-4 on a cool and wet opening day at the All England Club.
7840	APW_ENG_20070625.0979.LDC2009T13	Teimuraz Gabashvili of Russia-22	nationality	russia-22	1		The top-ranked Swiss star began his bid for a record equaling fifth consecutive Wimbledon title Monday by beating Teimuraz Gabashvili of Russia 6-3, 6-2, 6-4 on a cool and wet opening day at the All England Club.
7886	APW_ENG_20070625.0979.LDC2009T13	Jamea Jackson of the United States-16	nationality	united states-16	1		Defending women's champion Amelie Mauresmo will start Tuesday against Jamea Jackson of the United States.
7914	APW_ENG_20070626.1332.LDC2009T13	Sen. John Warner, a longtime skeptic of the war strategy-36	jobTitle	sen.-26	1		After a holiday recess early next month, "you'll be hearing a number of statements from other (Republican) colleagues," predicted Sen. John Warner, a longtime skeptic of the war strategy.
7948	APW_ENG_20070701.0319.LDC2009T13	father, the late King Hussein-8	jobTitle	king-7	1		Abdullah's father, the late King Hussein, severed administrative links with the West Bank in 1988, handing responsibility to the Palestine Liberation Organization under its late leader, Yasser Arafat.
7958	APW_ENG_20070701.0319.LDC2009T13	President Mahmoud Abbas of Fatah-24	jobTitle	president-20	1		The meeting brought him together with Israeli, Palestinian and Egyptian leaders as a show of support for Palestinian President Mahmoud Abbas of Fatah.
7958	APW_ENG_20070701.0319.LDC2009T13	Palestinian President Mahmoud Abbas of Fatah-24	nationality	palestinian-19	1		The meeting brought him together with Israeli, Palestinian and Egyptian leaders as a show of support for Palestinian President Mahmoud Abbas of Fatah.
7958	APW_ENG_20070701.0319.LDC2009T13	Egyptian leaders-12	nationality	egyptian-11	1		The meeting brought him together with Israeli, Palestinian and Egyptian leaders as a show of support for Palestinian President Mahmoud Abbas of Fatah.
7987	APW_ENG_20070703.1244.LDC2009T13	Mufti Hamidullah Jan, a cleric at the Jamia Ashrafia madrassa-15	jobTitle	cleric-10	1		Addressing the protesters, Mufti Hamidullah Jan, a cleric at the Jamia Ashrafia madrassa, vowed to send his students to Islamabad if the government did not stop its action at the Red Mosque.
7994	APW_ENG_20070703.1244.LDC2009T13	Chinese nationals-23	nationality	chinese-22	1		However, the clerics have steadily raised the stakes, staging kidnappings of police officers and alleged prostitutes, including several Chinese nationals, and repeatedly threatening suicide attacks if security forces intervene.
8048	APW_ENG_20070707.0102.LDC2009T13	prosecutor Gerald G. Poindexter-44	jobTitle	prosecutor-41	1		Officials raided the property on April 25, and -- after an informant suggested authorities could find as many as 30 dogs buried on the property -- Surry County officials secured a search warrant but never acted on it because prosecutor Gerald G. Poindexter said he had concerns with the document.
8057	APW_ENG_20070707.0463.LDC2009T13	Christian Cabinet minister-12	religion	christian-10	1		The investigation into last year's assassination of a Christian Cabinet minister points to the involvement of al-Qaida-inspired Islamic militants, a Lebanese security official familiar with the case said Saturday.
8057	APW_ENG_20070707.0463.LDC2009T13	Lebanese security official-25	nationality	lebanese-23	1		The investigation into last year's assassination of a Christian Cabinet minister points to the involvement of al-Qaida-inspired Islamic militants, a Lebanese security official familiar with the case said Saturday.
8061	APW_ENG_20070707.0463.LDC2009T13	father, former President Amin Gemayel-15	jobTitle	president-13	1		Lebanon's ruling anti-Syrian coalition, including Gemayel's father, former President Amin Gemayel, have implied Syria was behind the assassinations -- a charge Syria denies.
8062	APW_ENG_20070707.0463.LDC2009T13	Lebanese government officials-3	nationality	lebanese-1	1		Lebanese government officials also accuse Syria of backing Fatah Islam to stir up trouble in Lebanon, which Damascus long controlled before being forced to leave in 2005 because of international pressure in the wake of Hariri's death.
8067	APW_ENG_20070707.0463.LDC2009T13	Lebanese cabinet minister, Ahmed Fatfat-7	nationality	lebanese-2	1		A Lebanese cabinet minister, Ahmed Fatfat, said the involvement of Fatah Islam in Gemayel's assassination is now "much clearer" than before, but the investigations were continuing.
8106	APW_ENG_20070709.0936.LDC2009T13	Jean Charles de Menezes, a Brazilian electrician-18	nationality	brazilian-17	1		A day after the failed attacks, police shot dead Jean Charles de Menezes, a Brazilian electrician they mistook for one of the bombers.
8150	APW_ENG_20070710.0317.LDC2009T13	Iraqi woman-7	nationality	iraqi-6	1		Two years later, the Iraqi woman is mourning the death of her husband.
8210	APW_ENG_20070711.1331.LDC2009T13	Dimieari von Kemedi, a human rights lawyer-49	jobTitle	lawyer-49	1		The root causes behind the kidnappings -- poverty, corruption and lawlessness -- must be tackled before the country degenerates into a Colombia-style situation in which any wealthy person is a potential victim, regardless of employer or nationality, said Dimieari von Kemedi, a human rights lawyer working in the Delta.
8216	APW_ENG_20070711.1423.LDC2009T13	U.S. District Judge Amy St. Eve-32	nationality	u.s.-26	1		"Telling the truth is the bedrock of our judicial system, and a slap on the wrist will not provide a deterrent," U.S. District Judge Amy St. Eve said in sentencing Salah.
8239	APW_ENG_20070711.1480.LDC2009T13	lawyer Lawrence D'Ambrosio-22	jobTitle	lawyer-20	1		Diehl-Armstrong was notified Tuesday that she may face charges of bank robbery, conspiracy and a firearms count, lawyer Lawrence D'Ambrosio said.
8263	APW_ENG_20070714.0794.LDC2009T13	French players-4	nationality	french-3	1		Pair of French players to meet in Hall of Fame final.
8289	APW_ENG_20070716.0794.LDC2009T13	Polish President Lech Kaczynski-4	jobTitle	president-2	1		Polish President Lech Kaczynski and President George W. Bush were to discuss plans Monday to build a U.S. missile defense base on Polish soil-- a possibility that has rankled relations for both countries with Moscow.
8289	APW_ENG_20070716.0794.LDC2009T13	Polish President Lech Kaczynski-4	nationality	polish-1	1		Polish President Lech Kaczynski and President George W. Bush were to discuss plans Monday to build a U.S. missile defense base on Polish soil-- a possibility that has rankled relations for both countries with Moscow.
8289	APW_ENG_20070716.0794.LDC2009T13	President George W. Bush-9	jobTitle	president-6	1		Polish President Lech Kaczynski and President George W. Bush were to discuss plans Monday to build a U.S. missile defense base on Polish soil-- a possibility that has rankled relations for both countries with Moscow.
8298	APW_ENG_20070716.0794.LDC2009T13	Russian officials-2	nationality	russian-1	1		Russian officials have also threatened to retarget its missiles toward Europe to counter the proposed missile defense installations.
8304	APW_ENG_20070719.0247.LDC2009T13	New York Mercantile Exchange-25	province	new york-23	1		Light, sweet crude for August delivery dropped 7 cents to US$74.98 a barrel in Asian electronic trading on the New York Mercantile Exchange, midmorning in Singapore.
8324	APW_ENG_20070720.0539.LDC2009T13	Taiwanese President Chen Shui-bian-19	nationality	taiwanese-16	1		Hsieh's trip comes against the background of rising unease in Washington over plans by Taiwanese President Chen Shui-bian to hold a referendum on Taiwan's entry into the United Nations under its own name, a move that has been broadly condemned by Beijing.
8324	APW_ENG_20070720.0539.LDC2009T13	Taiwanese President Chen Shui-bian-19	jobTitle	president-17	1		Hsieh's trip comes against the background of rising unease in Washington over plans by Taiwanese President Chen Shui-bian to hold a referendum on Taiwan's entry into the United Nations under its own name, a move that has been broadly condemned by Beijing.
8334	APW_ENG_20070720.0539.LDC2009T13	President Chen-9	jobTitle	president-8	1		"In the past few years, President Chen has taken some unpredictable steps, and the U.S. is concerned whether the new DPP leader will continue in (his path)," he said.
8349	APW_ENG_20070720.1232.LDC2009T13	Gregory Havret of France-32	nationality	france-32	1		Five days ago, Mickelson was on the verge of winning the Scottish Open until he blew a lead on the back nine, then lost to unheralded Gregory Havret of France on the first playoff hole at Loch Lomond.
8387	APW_ENG_20070723.0564.LDC2009T13	EU regulators-2	nationality	eu-1	1		EU regulators on Monday warned Austria that it cannot ban heavy trucks from an Alpine highway linking the country with Germany.
8394	APW_ENG_20070723.0564.LDC2009T13	EU executive-3	nationality	eu-2	1		The EU executive said it would support environmental laws banning older or more polluting lorries or introducing speed limits for cars -- words meant for Germany where highways have no upper speed limit.
8401	APW_ENG_20070726.0328.LDC2009T13	Afghan police official-4	nationality	afghan-2	1		Another Afghan police official, who asked not to be identified because of the sensitivity of the situation, said militants told him the hostage was sick and couldn't walk and was therefore shot.
8409	APW_ENG_20070726.0328.LDC2009T13	Afghan official-12	nationality	afghan-11	1		Chun said that both governments were cooperating and that an Afghan official had told South Korea earlier Thursday that Kabul intended to negotiate with the Taliban.
8413	APW_ENG_20070726.0328.LDC2009T13	Marajudin Pathan, the governor of Ghazni province-8	jobTitle	governor-5	1		Marajudin Pathan, the governor of Ghazni province, said militants have given a list of eight Taliban prisoners who they want released in exchange for eight Koreans.
8427	APW_ENG_20070726.0328.LDC2009T13	Danish reporter of Afghan origin-6	nationality	danish-2	1		A Danish reporter of Afghan origin escaped a kidnap attempt in eastern Afghanistan on Wednesday, the Danish Foreign Ministry said.
8429	APW_ENG_20070726.0328.LDC2009T13	Associated Press reporter Kwang-tae Kim in Seoul, South Korea-10	nationality	south korea-10	1		Associated Press reporter Kwang-tae Kim in Seoul, South Korea, contributed to this report.
8432	APW_ENG_20070727.0800.LDC2009T13	boxer James Oyebola-5	jobTitle	boxer-3	1		Former heavyweight boxer James Oyebola died Friday, four days after being shot in the head following a dispute about smoking at a London bar, police said.
